,provinsi,kab_kota,kecamatan,url
462,Prov. Jawa Barat,Kab. Majalengka,Kec. Banjaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021622
463,Prov. Jawa Barat,Kab. Majalengka,Kec. Cigasong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021608
464,Prov. Jawa Barat,Kab. Majalengka,Kec. Sindang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021625
465,Prov. Jawa Barat,Kab. Sumedang,Kec. Sumedang Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021006
466,Prov. Jawa Barat,Kab. Sumedang,Kec. Sumedang Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021005
467,Prov. Jawa Barat,Kab. Sumedang,Kec. Jatinangor,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021001
468,Prov. Jawa Barat,Kab. Sumedang,Kec. Tanjungsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021003
469,Prov. Jawa Barat,Kab. Sumedang,Kec. Cimanggung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021002
470,Prov. Jawa Barat,Kab. Sumedang,Kec. Situraja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021007
471,Prov. Jawa Barat,Kab. Sumedang,Kec. Cimalaka,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021016
472,Prov. Jawa Barat,Kab. Sumedang,Kec. Jatinunggal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021025
473,Prov. Jawa Barat,Kab. Sumedang,Kec. Rancakalong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021004
474,Prov. Jawa Barat,Kab. Sumedang,Kec. Wado,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021010
475,Prov. Jawa Barat,Kab. Sumedang,Kec. Pamulihan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021023
476,Prov. Jawa Barat,Kab. Sumedang,Kec. Buahdua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021018
477,Prov. Jawa Barat,Kab. Sumedang,Kec. Darmaraja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021008
478,Prov. Jawa Barat,Kab. Sumedang,Kec. Tanjungkerta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021017
479,Prov. Jawa Barat,Kab. Sumedang,Kec. Cisitu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021024
480,Prov. Jawa Barat,Kab. Sumedang,Kec. Conggeang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021014
481,Prov. Jawa Barat,Kab. Sumedang,Kec. Ujungjaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021013
482,Prov. Jawa Barat,Kab. Sumedang,Kec. Jatigede,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021020
483,Prov. Jawa Barat,Kab. Sumedang,Kec. Cibugel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021009
484,Prov. Jawa Barat,Kab. Sumedang,Kec. Paseh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021015
485,Prov. Jawa Barat,Kab. Sumedang,Kec. Tanjungmedar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021027
486,Prov. Jawa Barat,Kab. Sumedang,Kec. Tomo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021012
487,Prov. Jawa Barat,Kab. Sumedang,Kec. Ganeas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021019
488,Prov. Jawa Barat,Kab. Sumedang,Kec. Sukasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021029
489,Prov. Jawa Barat,Kab. Sumedang,Kec. Surian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021028
490,Prov. Jawa Barat,Kab. Sumedang,Kec. Cisarua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021026
491,Prov. Jawa Barat,Kab. Kuningan,Kec. Kuningan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021513
492,Prov. Jawa Barat,Kab. Kuningan,Kec. Ciawigebang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021510
493,Prov. Jawa Barat,Kab. Kuningan,Kec. Jalaksana,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021516
494,Prov. Jawa Barat,Kab. Kuningan,Kec. Cilimus,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021517
495,Prov. Jawa Barat,Kab. Kuningan,Kec. Cigugur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021514
496,Prov. Jawa Barat,Kab. Kuningan,Kec. Luragung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021508
497,Prov. Jawa Barat,Kab. Kuningan,Kec. Darma,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021501
498,Prov. Jawa Barat,Kab. Kuningan,Kec. Cidahu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021509
499,Prov. Jawa Barat,Kab. Kuningan,Kec. Lebakwangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021511
500,Prov. Jawa Barat,Kab. Kuningan,Kec. Garawangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021512
501,Prov. Jawa Barat,Kab. Kuningan,Kec. Cibingbin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021507
502,Prov. Jawa Barat,Kab. Kuningan,Kec. Maleber,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021531
503,Prov. Jawa Barat,Kab. Kuningan,Kec. Kramatmulya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021515
504,Prov. Jawa Barat,Kab. Kuningan,Kec. Kadugede,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021502
505,Prov. Jawa Barat,Kab. Kuningan,Kec. Ciwaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021506
506,Prov. Jawa Barat,Kab. Kuningan,Kec. Cimahi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021528
507,Prov. Jawa Barat,Kab. Kuningan,Kec. Sindangagung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021530
508,Prov. Jawa Barat,Kab. Kuningan,Kec. Subang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021505
509,Prov. Jawa Barat,Kab. Kuningan,Kec. Mandirancan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021518
510,Prov. Jawa Barat,Kab. Kuningan,Kec. Ciniru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021503
511,Prov. Jawa Barat,Kab. Kuningan,Kec. Japara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021523
512,Prov. Jawa Barat,Kab. Kuningan,Kec. Cipicung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021521
513,Prov. Jawa Barat,Kab. Kuningan,Kec. Cigandamekar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021532
514,Prov. Jawa Barat,Kab. Kuningan,Kec. Pancalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021520
515,Prov. Jawa Barat,Kab. Kuningan,Kec. Pasawahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021519
516,Prov. Jawa Barat,Kab. Kuningan,Kec. Selajambe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021504
517,Prov. Jawa Barat,Kab. Kuningan,Kec. Cibeureum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021529
518,Prov. Jawa Barat,Kab. Kuningan,Kec. Karangkancana,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021524
519,Prov. Jawa Barat,Kab. Kuningan,Kec. Kalimanggis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021522
520,Prov. Jawa Barat,Kab. Kuningan,Kec. Nusaherang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021525
521,Prov. Jawa Barat,Kab. Kuningan,Kec. Cilebak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021526
522,Prov. Jawa Barat,Kab. Kuningan,Kec. Hantara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021527
523,Prov. Jawa Barat,Kab. Purwakarta,Kec. Purwakarta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022010
524,Prov. Jawa Barat,Kab. Purwakarta,Kec. Sukatani,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022005
525,Prov. Jawa Barat,Kab. Purwakarta,Kec. Darangdan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022006
526,Prov. Jawa Barat,Kab. Purwakarta,Kec. Jatiluhur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022001
527,Prov. Jawa Barat,Kab. Purwakarta,Kec. Plered,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022004
528,Prov. Jawa Barat,Kab. Purwakarta,Kec. Tegalwaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022003
529,Prov. Jawa Barat,Kab. Purwakarta,Kec. Babakancikao,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022014
530,Prov. Jawa Barat,Kab. Purwakarta,Kec. Wanayasa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022008
531,Prov. Jawa Barat,Kab. Purwakarta,Kec. Pasawahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022009
532,Prov. Jawa Barat,Kab. Purwakarta,Kec. Campaka,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022011
533,Prov. Jawa Barat,Kab. Purwakarta,Kec. Bojong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022007
534,Prov. Jawa Barat,Kab. Purwakarta,Kec. Bungursari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022016
535,Prov. Jawa Barat,Kab. Purwakarta,Kec. Maniis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022002
536,Prov. Jawa Barat,Kab. Purwakarta,Kec. Kiarapedes,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022013
537,Prov. Jawa Barat,Kab. Purwakarta,Kec. Cibatu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022015
538,Prov. Jawa Barat,Kab. Purwakarta,Kec. Pondok Salam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022017
539,Prov. Jawa Barat,Kab. Purwakarta,Kec. Sukasari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022012
540,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026105
541,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026101
542,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026104
543,Prov. Jawa Barat,Kota Bogor,Kec. Tanah Sareal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026106
544,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026103
545,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026102
546,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Tawang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026808
547,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Kawalu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026803
548,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Cihideung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026807
549,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Mangkubumi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026804
550,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Cipedes,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026806
551,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Tamansari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026802
552,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Cibeureum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026801
553,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Bungursari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026810
554,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Indihiang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026805
555,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Purbaratu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026809
556,Prov. Jawa Barat,Kab. Pangandaran,KEC. PADAHERANG,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022556
557,Prov. Jawa Barat,Kab. Pangandaran,KEC. LANGKAPLANCAR,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022554
558,Prov. Jawa Barat,Kab. Pangandaran,KEC. PARIGI,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022560
559,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIMERAK,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022552
560,Prov. Jawa Barat,Kab. Pangandaran,KEC. KALIPUCANG,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022557
561,Prov. Jawa Barat,Kab. Pangandaran,KEC. PANGANDARAN,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022558
562,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIJULANG,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022551
563,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIGUGUR,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022553
564,Prov. Jawa Barat,Kab. Pangandaran,KEC. MANGUNJAYA,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022555
565,Prov. Jawa Barat,Kab. Pangandaran,KEC. SIDAMULIH,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/022559
566,Prov. Jawa Barat,Kota Cirebon,Kec. Kesambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026304
567,Prov. Jawa Barat,Kota Cirebon,Kec. Harjamukti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026301
568,Prov. Jawa Barat,Kota Cirebon,Kec. Kejaksan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026305
569,Prov. Jawa Barat,Kota Cirebon,Kec. Lemahwungkuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026302
570,Prov. Jawa Barat,Kota Cirebon,Kec. Pekalipan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026303
571,Prov. Jawa Barat,Kota Sukabumi,Kec. Cikole,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026205
572,Prov. Jawa Barat,Kota Sukabumi,Kec. Gunung Puyuh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026204
573,Prov. Jawa Barat,Kota Sukabumi,Kec. Citamiang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026202
574,Prov. Jawa Barat,Kota Sukabumi,Kec. Warudoyong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026203
575,Prov. Jawa Barat,Kota Sukabumi,Kec. Baros,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026201
576,Prov. Jawa Barat,Kota Sukabumi,Kec. Cibeureum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026207
577,Prov. Jawa Barat,Kota Sukabumi,Kec. Lembur Situ,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026206
578,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026701
579,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026702
580,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026703
581,Prov. Jawa Barat,Kota Banjar,Kec. Banjar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026901
582,Prov. Jawa Barat,Kota Banjar,Kec. Langensari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026904
583,Prov. Jawa Barat,Kota Banjar,Kec. Pataruman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026903
584,Prov. Jawa Barat,Kota Banjar,Kec. Purwaharja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/026902
585,Prov. Jawa Timur,Kab. Malang,Kec. Singosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051828
586,Prov. Jawa Timur,Kab. Malang,Kec. Kepanjen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051816
587,Prov. Jawa Timur,Kab. Malang,Kec. Lawang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051827
588,Prov. Jawa Timur,Kab. Malang,Kec. Turen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051812
589,Prov. Jawa Timur,Kab. Malang,Kec. Dampit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051807
590,Prov. Jawa Timur,Kab. Malang,Kec. Sumber Manjing Wetan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051806
591,Prov. Jawa Timur,Kab. Malang,Kec. Donomulyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051801
592,Prov. Jawa Timur,Kab. Malang,Kec. Gondanglegi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051814
593,Prov. Jawa Timur,Kab. Malang,Kec. Pakis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051825
594,Prov. Jawa Timur,Kab. Malang,Kec. Kalipare,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051802
595,Prov. Jawa Timur,Kab. Malang,Kec. Poncokusumo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051810
596,Prov. Jawa Timur,Kab. Malang,Kec. Bantur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051804
597,Prov. Jawa Timur,Kab. Malang,Kec. Tirto Yudo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051808
598,Prov. Jawa Timur,Kab. Malang,Kec. Wajak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051811
599,Prov. Jawa Timur,Kab. Malang,Kec. Pakisaji,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051822
600,Prov. Jawa Timur,Kab. Malang,Kec. Gedangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051805
601,Prov. Jawa Timur,Kab. Malang,Kec. Tumpang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051824
602,Prov. Jawa Timur,Kab. Malang,Kec. Ngantang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051832
603,Prov. Jawa Timur,Kab. Malang,Kec. Sumberpucung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051817
604,Prov. Jawa Timur,Kab. Malang,Kec. Bululawang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051815
605,Prov. Jawa Timur,Kab. Malang,Kec. Wagir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051821
606,Prov. Jawa Timur,Kab. Malang,Kec. Jabung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051826
607,Prov. Jawa Timur,Kab. Malang,Kec. Pujon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051831
608,Prov. Jawa Timur,Kab. Malang,Kec. Ampelgading,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051809
609,Prov. Jawa Timur,Kab. Malang,Kec. Ngajum,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051820
610,Prov. Jawa Timur,Kab. Malang,Kec. Dau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051830
611,Prov. Jawa Timur,Kab. Malang,Kec. Pagak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051803
612,Prov. Jawa Timur,Kab. Malang,Kec. Karangploso,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051829
613,Prov. Jawa Timur,Kab. Malang,Kec. Wonosari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051819
614,Prov. Jawa Timur,Kab. Malang,Kec. Pagelaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051813
615,Prov. Jawa Timur,Kab. Malang,Kec. Kromengan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051818
616,Prov. Jawa Timur,Kab. Malang,Kec. Tajinan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051823
617,Prov. Jawa Timur,Kab. Malang,Kec. Kasembon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/051833
618,Prov. Jawa Timur,Kab. Jember,Kec. Wuluhan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052404
619,Prov. Jawa Timur,Kab. Jember,Kec. Bangsalsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052419
620,Prov. Jawa Timur,Kab. Jember,Kec. Sumbersari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052430
621,Prov. Jawa Timur,Kab. Jember,Kec. Ambulu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052405
622,Prov. Jawa Timur,Kab. Jember,Kec. Kaliwates,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052429
623,Prov. Jawa Timur,Kab. Jember,Kec. Puger,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052403
624,Prov. Jawa Timur,Kab. Jember,Kec. Sumberbaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052417
625,Prov. Jawa Timur,Kab. Jember,Kec. Kalisat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052424
626,Prov. Jawa Timur,Kab. Jember,Kec. Patrang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052431
627,Prov. Jawa Timur,Kab. Jember,Kec. Silo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052407
628,Prov. Jawa Timur,Kab. Jember,Kec. Tanggul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052418
629,Prov. Jawa Timur,Kab. Jember,Kec. Gumuk Mas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052402
630,Prov. Jawa Timur,Kab. Jember,Kec. Tempurejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052406
631,Prov. Jawa Timur,Kab. Jember,Kec. Rambipuji,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052412
632,Prov. Jawa Timur,Kab. Jember,Kec. Balung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052413
633,Prov. Jawa Timur,Kab. Jember,Kec. Jenggawah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052410
634,Prov. Jawa Timur,Kab. Jember,Kec. Sukowono,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052427
635,Prov. Jawa Timur,Kab. Jember,Kec. Sumberjambe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052426
636,Prov. Jawa Timur,Kab. Jember,Kec. Umbulsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052414
637,Prov. Jawa Timur,Kab. Jember,Kec. Ledok Ombo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052425
638,Prov. Jawa Timur,Kab. Jember,Kec. Kencong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052401
639,Prov. Jawa Timur,Kab. Jember,Kec. Ajung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052411
640,Prov. Jawa Timur,Kab. Jember,Kec. Mayang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052408
641,Prov. Jawa Timur,Kab. Jember,Kec. Jombang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052416
642,Prov. Jawa Timur,Kab. Jember,Kec. Panti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052420
643,Prov. Jawa Timur,Kab. Jember,Kec. Mumbulsari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052409
644,Prov. Jawa Timur,Kab. Jember,Kec. Sukorambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052421
645,Prov. Jawa Timur,Kab. Jember,Kec. Semboro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052415
646,Prov. Jawa Timur,Kab. Jember,Kec. Arjasa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052422
647,Prov. Jawa Timur,Kab. Jember,Kec. Pakusari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052423
648,Prov. Jawa Timur,Kab. Jember,Kec. Jelbuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/052428
649,Prov. Jawa Timur,Kota Surabaya,Kec. Tambaksari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056020
650,Prov. Jawa Timur,Kota Surabaya,Kec. Wonokromo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056011
651,Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056008
652,Prov. Jawa Timur,Kota Surabaya,Kec. Sawahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056017
653,Prov. Jawa Timur,Kota Surabaya,Kec. Gubeng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056010
654,Prov. Jawa Timur,Kota Surabaya,Kec. Sukomanunggal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056016
655,Prov. Jawa Timur,Kota Surabaya,Kec. Semampir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056023
656,Prov. Jawa Timur,Kota Surabaya,Kec. Krembangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056026
657,Prov. Jawa Timur,Kota Surabaya,Kec. Mulyorejo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056009
658,Prov. Jawa Timur,Kota Surabaya,Kec. Tegal Sari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056018
659,Prov. Jawa Timur,Kota Surabaya,Kec. Genteng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056019
660,Prov. Jawa Timur,Kota Surabaya,Kec. Bubutan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056025
661,Prov. Jawa Timur,Kota Surabaya,Kec. Rungkut,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056007
662,Prov. Jawa Timur,Kota Surabaya,Kec. Dukuh Pakis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056012
663,Prov. Jawa Timur,Kota Surabaya,Kec. Wonocolo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056004
664,Prov. Jawa Timur,Kota Surabaya,Kec. Kenjeran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056021
665,Prov. Jawa Timur,Kota Surabaya,Kec. Lakarsantri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056014
666,Prov. Jawa Timur,Kota Surabaya,Kec. Tandes,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056015
667,Prov. Jawa Timur,Kota Surabaya,Kec. Sambi Kerep,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056031
668,Prov. Jawa Timur,Kota Surabaya,Kec. Simokerto,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056022
669,Prov. Jawa Timur,Kota Surabaya,Kec. Gayungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056003
670,Prov. Jawa Timur,Kota Surabaya,Kec. Wiyung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056013
671,Prov. Jawa Timur,Kota Surabaya,Kec. Karang Pilang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056001
672,Prov. Jawa Timur,Kota Surabaya,Kec. Pabean Cantian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/056024
